len_1,dir_1,len_2,dir_2,len_3,dir_3,len_4,dir_4,len_5,dir_5,len_6,dir_6,len_7,dir_7,len_8,dir_8,iat_2,iat_3,iat_4,iat_5,iat_6,iat_7,iat_8,sum_len,min_len,max_len,n_fwd,n_bwd,n_small,n_large,iat_sum,iat_max,syn0,ack0,fin0,rst0,psh0,proto_tcp,port_src,port_dst,label
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,0.023126602172851562,0.025033950805664062,0.04887580871582031,0.025987625122070312,0.029087066650390625,0.030994415283203125,0.07486343383789062,60339,52,4270,5,27,4,27,1.399993896484375,0.12993812561035156,0,1,0,0,1,1,47774,1194,non_streaming
2864,-1,52,1,52,1,1458,-1,2864,-1,52,1,1458,-1,4270,-1,0.0040531158447265625,0.014066696166992188,0.08988380432128906,0.06198883056640625,0.2009868621826172,0.10204315185546875,0.06198883056640625,74536,52,5676,7,25,7,25,1.638174057006836,0.2009868621826172,0,1,0,0,1,1,47774,1194,non_streaming
4270,-1,52,1,52,1,52,1,1458,-1,1337,-1,4270,-1,1458,-1,0.07796287536621094,0.21004676818847656,0.010967254638671875,0.1049041748046875,0.5450248718261719,0.06103515625,0.0591278076171875,65160,52,4270,8,24,8,23,2.5670528411865234,0.5450248718261719,0,1,0,0,1,1,47774,1194,non_streaming
2864,-1,4270,-1,2864,-1,4270,-1,1103,-1,1458,-1,1458,-1,4270,-1,0.06198883056640625,0.06103515625,0.06198883056640625,0.06103515625,0.0,0.15282630920410156,0.0591278076171875,67775,52,4270,7,25,5,25,2.2840499877929688,0.44608116149902344,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,0.02002716064453125,0.025033950805664062,0.023126602172851562,0.02384185791015625,0.025987625122070312,0.029087066650390625,0.030040740966796875,60714,52,4270,5,27,5,27,3.9801597595214844,1.9030570983886719,0,1,0,0,0,1,47774,1194,non_streaming
183,1,52,-1,183,-1,167,1,52,-1,679,1,52,-1,167,-1,0.2410411834716797,3.643035888671875,0.8709430694580078,0.18906593322753906,0.7150173187255859,0.2300739288330078,3.9207935333251953,21496,52,1458,9,23,16,12,35.19916534423828,14.141082763671875,0,1,0,0,1,1,47774,1194,non_streaming
52,1,52,1,52,1,1458,-1,2864,-1,1458,-1,2264,-1,167,1,0.04601478576660156,0.013113021850585938,0.40602684020996094,0.033855438232421875,0.03409385681152344,0.03790855407714844,0.027179718017578125,28575,52,2864,11,21,13,16,6.025075912475586,1.8820762634277344,0,1,0,0,0,1,47774,1194,non_streaming
52,1,52,1,1458,-1,1458,-1,637,-1,1458,-1,2864,-1,2864,-1,0.28395652770996094,0.049114227294921875,0.03886222839355469,0.00095367431640625,0.3859996795654297,0.04315376281738281,0.04601478576660156,35164,52,2864,7,25,8,20,4.311084747314453,0.8289813995361328,0,1,0,0,0,1,47774,1194,non_streaming
52,1,52,1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,754,-1,0.17881393432617188,7.030963897705078,0.014066696166992188,0.02193450927734375,0.024080276489257812,0.03814697265625,0.0209808349609375,34809,52,2864,9,23,9,20,8.916854858398438,7.030963897705078,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,2864,-1,1458,-1,2864,-1,2864,-1,1458,-1,0.030040740966796875,0.032901763916015625,0.03504753112792969,0.03600120544433594,0.0400543212890625,0.04100799560546875,0.041961669921875,49797,52,4270,6,26,5,24,2.276897430419922,0.3390312194824219,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,2864,-1,1458,-1,1458,-1,52,1,401,-1,0.030994415283203125,0.11587142944335938,0.03504753112792969,0.03695487976074219,0.03910064697265625,0.008821487426757812,0.24509429931640625,52506,52,4270,6,26,6,25,9.011983871459961,7.441043853759766,0,1,0,0,0,1,47774,1194,non_streaming
52,1,52,1,871,-1,167,1,1458,-1,2864,-1,1458,-1,2864,-1,0.13899803161621094,0.011920928955078125,1.1420249938964844,0.21505355834960938,0.051975250244140625,0.052928924560546875,0.0,56369,52,4270,8,24,7,23,3.2279491424560547,1.1420249938964844,0,1,0,0,0,1,47774,1194,non_streaming
2864,-1,2864,-1,4270,-1,2864,-1,2864,-1,2864,-1,2864,-1,52,1,0.06103515625,0.06198883056640625,0.06103515625,0.06198883056640625,0.06103515625,0.06079673767089844,0.014066696166992188,96205,52,8488,4,28,4,28,1.5120506286621094,0.07700920104980469,0,1,0,0,0,1,47774,1194,non_streaming
52,1,1458,-1,52,1,52,1,52,1,510,-1,1458,-1,52,1,0.014066696166992188,0.11396408081054688,0.16808509826660156,0.1308917999267578,0.014066696166992188,0.3540515899658203,0.02288818359375,82958,52,7082,10,22,10,20,2.371072769165039,0.3540515899658203,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,2864,-1,1458,-1,52,1,0.030994415283203125,0.031948089599609375,0.03600120544433594,0.0,0.03719329833984375,0.03790855407714844,0.13589859008789062,49813,52,4270,7,25,7,24,3.826141357421875,1.962900161743164,0,1,0,0,0,1,47774,1194,non_streaming
1458,1,1458,1,1458,1,1458,1,1456,1,52,-1,1458,1,2864,1,0.024080276489257812,0.02288818359375,0.16498565673828125,0.022172927856445312,0.23603439331054688,0.12993812561035156,0.026941299438476562,39739,52,2864,24,8,8,22,3.679037094116211,0.41794776916503906,0,1,0,0,0,1,1194,47774,non_streaming
2864,1,1458,1,1339,1,52,-1,52,-1,1575,1,1458,1,1458,1,0.052928924560546875,0.048160552978515625,0.3108978271484375,0.17189979553222656,0.19216537475585938,0.06699562072753906,0.04887580871582031,40088,52,4270,23,9,9,20,3.6759376525878906,0.3769397735595703,0,1,0,0,1,1,1194,47774,non_streaming
1458,-1,52,-1,52,-1,52,-1,1406,-1,754,1,1458,1,1458,1,0.04291534423828125,0.15497207641601562,0.2200603485107422,0.26297569274902344,0.12993812561035156,0.05602836608886719,0.0011920928955078125,33946,52,2864,20,12,10,18,4.050016403198242,0.3960132598876953,0,1,0,0,0,1,1194,47774,non_streaming
2864,1,1458,1,52,-1,1458,1,1458,1,754,1,52,-1,1458,1,0.049114227294921875,0.051021575927734375,0.09298324584960938,0.052928924560546875,0.05602836608886719,0.07486343383789062,0.10013580322265625,35285,52,2864,21,11,11,17,3.152132034301758,0.2980232238769531,0,1,0,0,0,1,1194,47774,non_streaming
2864,1,2864,1,1458,1,1458,-1,1458,-1,1458,-1,52,1,52,-1,0.04696846008300781,0.050067901611328125,0.06389617919921875,0.12993812561035156,0.1621246337890625,0.025033950805664062,0.030994415283203125,40363,52,2864,20,12,10,19,3.5550594329833984,0.44417381286621094,0,1,0,0,0,1,1194,47774,non_streaming
754,1,1458,1,1458,1,1458,1,1458,1,1458,1,1458,1,52,-1,0.39696693420410156,0.014066696166992188,0.02288818359375,0.024080276489257812,0.025033950805664062,0.035762786865234375,0.2601146697998047,37161,52,2864,24,8,8,21,3.749847412109375,0.4100799560546875,0,1,0,0,1,1,1194,47774,non_streaming
4270,1,1458,1,1458,1,167,-1,1458,-1,1458,1,52,-1,1458,1,0.05698204040527344,0.00095367431640625,0.2849102020263672,0.26607513427734375,0.16498565673828125,0.051975250244140625,0.009059906005859375,46487,52,4270,22,10,8,21,3.787994384765625,0.43392181396484375,0,1,0,0,0,1,1194,47774,non_streaming
1458,1,1339,1,52,-1,52,-1,1458,1,1458,1,2864,1,52,-1,0.10395050048828125,0.08916854858398438,0.22101402282714844,0.4589557647705078,0.05888938903808594,0.0629425048828125,0.24199485778808594,33710,52,4270,20,12,11,19,3.4151077270507812,0.4589557647705078,0,1,0,0,1,1,1194,47774,non_streaming
988,1,282,-1,1458,1,2864,1,1458,1,52,-1,1458,1,52,-1,0.03409385681152344,0.14591217041015625,0.03314018249511719,0.03504753112792969,0.247955322265625,0.12087821960449219,0.06699562072753906,46870,52,4270,24,8,5,23,1.950979232788086,0.32806396484375,0,1,0,0,1,1,1194,47774,non_streaming
52,-1,52,-1,869,1,52,-1,1458,1,2864,1,4270,1,1458,1,0.1049041748046875,0.14495849609375,0.21409988403320312,0.027894973754882812,0.05316734313964844,0.053882598876953125,0.052928924560546875,58249,52,5676,23,9,9,21,2.106904983520508,0.2617835998535156,0,1,0,0,0,1,1194,47774,non_streaming
183,1,52,-1,183,-1,167,1,52,-1,679,1,52,-1,167,-1,0.3600120544433594,3.6890506744384766,1.2149810791015625,0.3638267517089844,0.6101131439208984,0.35691261291503906,3.756999969482422,11151,52,1458,12,20,23,4,66.21503829956055,19.117116928100586,0,1,0,0,1,1,47774,1194,non_streaming
183,-1,167,1,52,-1,679,1,52,-1,167,-1,1458,-1,1458,-1,1.2619495391845703,41.62096977233887,0.6480216979980469,0.30303001403808594,3.751993179321289,14.480113983154297,0.015974044799804688,21586,52,1458,9,23,15,12,76.16901397705078,41.62096977233887,0,1,0,0,1,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,52,1,1458,-1,1458,-1,167,1,52,1,0.07104873657226562,0.029802322387695312,0.012159347534179688,0.025033950805664062,0.08177757263183594,0.21910667419433594,0.26106834411621094,27297,52,1575,9,23,11,16,6.463050842285156,1.8498897552490234,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,282,1,52,1,52,1,52,-1,1458,-1,0.017881393432617188,0.02002716064453125,0.2751350402832031,0.14495849609375,0.17189979553222656,0.0171661376953125,0.041961669921875,29048,52,1575,11,21,10,17,3.1108856201171875,0.36597251892089844,0,1,0,0,0,1,47774,1194,non_streaming
169,-1,627,1,52,-1,1575,-1,1458,-1,1458,-1,1458,-1,1458,-1,0.5619525909423828,0.2830028533935547,0.03981590270996094,0.14901161193847656,0.027179718017578125,0.04696846008300781,0.017881393432617188,28584,52,1575,10,22,11,17,3.0357837677001953,0.5619525909423828,0,1,0,0,1,1,47774,1194,non_streaming
1458,-1,637,-1,2864,-1,1458,-1,1458,-1,52,1,52,1,1458,-1,0.03886222839355469,0.04220008850097656,0.041961669921875,0.04482269287109375,0.1780986785888672,0.13899803161621094,0.051975250244140625,48024,52,4270,8,24,6,21,2.864837646484375,0.3781318664550781,0,1,0,0,0,1,47774,1194,non_streaming
52,1,1458,-1,4270,-1,397,1,1458,-1,52,1,1458,-1,2864,-1,0.13303756713867188,0.0591278076171875,0.05698204040527344,0.0050067901611328125,0.15997886657714844,0.14901161193847656,0.0629425048828125,43921,52,4270,13,19,11,18,3.2269954681396484,0.3578662872314453,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,4270,-1,52,1,2864,-1,1458,-1,1458,-1,52,1,2864,-1,0.05698204040527344,0.016927719116210938,0.03910064697265625,0.06079673767089844,0.0011920928955078125,0.05698204040527344,0.0019073486328125,62576,52,4270,8,24,7,24,1.8749237060546875,0.26106834411621094,0,1,0,0,0,1,47774,1194,non_streaming
52,1,167,1,1458,1,1458,1,52,-1,1458,1,1458,1,1458,1,0.3571510314941406,0.27298927307128906,0.17499923706054688,0.08988380432128906,0.09298324584960938,0.2281665802001953,0.041961669921875,41082,52,2864,11,21,6,24,5.991220474243164,1.9240379333496094,0,1,0,0,0,1,47774,1194,non_streaming
2864,-1,2864,-1,2860,-1,2864,-1,2864,-1,1458,-1,2864,-1,2864,-1,0.04696846008300781,0.050067901611328125,0.051021575927734375,0.052928924560546875,0.05602836608886719,0.00095367431640625,0.05698204040527344,93050,52,4270,1,31,1,31,6.738901138305664,3.997802734375,0,1,0,0,0,1,47774,1194,non_streaming
183,1,52,-1,183,-1,167,1,52,-1,679,1,52,-1,167,-1,0.35500526428222656,3.7479400634765625,0.9319782257080078,0.3619194030761719,0.42510032653808594,0.26798248291015625,3.7050247192382812,11135,52,1458,12,20,23,4,41.93687438964844,14.919042587280273,0,1,0,0,1,1,47774,1194,non_streaming
183,1,183,-1,167,1,52,-1,679,1,52,-1,167,-1,1458,-1,4.106044769287109,0.8478164672851562,46.3101863861084,0.41794776916503906,0.3399848937988281,3.756999969482422,14.394044876098633,21611,52,1458,10,22,15,12,82.74292945861816,46.3101863861084,0,1,0,0,1,1,47774,1194,non_streaming
1458,-1,2864,-1,1458,-1,1458,-1,858,-1,167,1,52,-1,52,1,0.03504753112792969,0.032901763916015625,0.03695487976074219,0.0,0.08916854858398438,0.1838207244873047,0.2009868621826172,31972,52,2864,8,24,10,17,5.846977233886719,2.3679733276367188,0,1,0,0,0,1,47774,1194,non_streaming
52,1,52,1,988,-1,2864,-1,2864,-1,2864,-1,1458,-1,167,1,0.11801719665527344,0.3628730773925781,0.048160552978515625,0.04887580871582031,0.051021575927734375,0.052928924560546875,0.0021457672119140625,39338,52,2864,9,23,7,21,3.1180381774902344,0.3960132598876953,0,1,0,0,0,1,47774,1194,non_streaming
2511,-1,52,1,397,1,1458,-1,2864,-1,52,1,1458,-1,1458,-1,0.18286705017089844,0.164031982421875,0.011920928955078125,0.04696846008300781,0.07605552673339844,0.05602836608886719,0.07796287536621094,35378,52,2864,10,22,8,19,2.9859542846679688,0.43702125549316406,0,1,0,0,1,1,47774,1194,non_streaming
2864,-1,1458,-1,2864,-1,1458,-1,1458,-1,1458,-1,167,1,1458,-1,0.04291534423828125,0.04601478576660156,0.04601478576660156,0.050067901611328125,0.0,0.04601478576660156,0.003814697265625,45936,52,2864,6,26,6,25,1.6260147094726562,0.25200843811035156,0,1,0,0,0,1,47774,1194,non_streaming
52,1,52,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,0.02002716064453125,0.03504753112792969,0.011920928955078125,0.025033950805664062,0.027894973754882812,0.03218650817871094,0.028848648071289062,37016,52,2864,9,23,9,23,1.338958740234375,0.2448558807373047,0,1,0,0,0,1,47774,1194,non_streaming
857,1,2394,-1,2864,-1,2864,-1,1458,-1,2864,-1,2864,-1,4270,-1,0.04887580871582031,0.05316734313964844,0.054836273193359375,0.0591278076171875,0.0019073486328125,0.06103515625,0.06103515625,58348,52,4270,8,24,7,23,1.3580322265625,0.2009868621826172,0,1,0,0,1,1,47774,1194,non_streaming
52,1,1458,-1,52,1,52,1,1458,-1,1458,-1,2864,-1,2864,-1,0.030994415283203125,0.1380443572998047,0.12803077697753906,0.06103515625,0.06198883056640625,0.0019073486328125,0.05698204040527344,43901,52,2864,8,24,6,24,2.3949146270751953,0.6639957427978516,0,1,0,0,0,1,47774,1194,non_streaming
2864,-1,2864,-1,2864,-1,1458,-1,52,1,52,1,52,1,52,1,0.04291534423828125,0.04506111145019531,0.04696846008300781,0.007867813110351562,0.0011920928955078125,0.09989738464355469,0.10204315185546875,78635,52,4270,5,27,5,26,1.5149116516113281,0.10204315185546875,0,1,0,0,0,1,47774,1194,non_streaming
183,1,52,-1,183,-1,167,1,52,-1,679,1,52,-1,167,-1,0.4088878631591797,3.612995147705078,0.7011890411376953,0.3399848937988281,0.4448890686035156,0.3559589385986328,3.6950111389160156,11266,52,1458,12,20,22,4,64.5298957824707,23.868083953857422,0,1,0,0,1,1,47774,1194,non_streaming
183,-1,167,1,52,-1,679,1,52,-1,167,-1,1458,-1,1458,-1,0.946044921875,47.564029693603516,0.4100799560546875,0.33402442932128906,3.7419795989990234,14.546871185302734,0.024080276489257812,24632,52,3319,9,23,15,13,80.06906509399414,47.564029693603516,0,1,0,0,1,1,47774,1194,non_streaming
1458,-1,2864,-1,167,1,52,-1,52,1,403,-1,52,1,282,1,0.03695487976074219,0.032901763916015625,0.10514259338378906,0.0438690185546875,0.11515617370605469,0.17786026000976562,0.015974044799804688,26484,52,2864,10,22,12,15,5.570888519287109,1.7371177673339844,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,637,-1,1458,-1,397,1,1458,-1,1458,-1,52,1,1458,-1,0.02002716064453125,0.23603439331054688,0.025987625122070312,0.1289844512939453,0.028848648071289062,0.047206878662109375,0.20599365234375,26472,52,1458,11,21,11,15,4.3239593505859375,0.9019374847412109,0,1,0,0,1,1,47774,1194,non_streaming
52,1,52,1,1458,-1,1458,-1,52,1,397,1,52,1,1458,-1,0.2110004425048828,0.14400482177734375,0.04482269287109375,0.013113021850585938,0.015974044799804688,0.29397010803222656,0.026941299438476562,43810,52,4270,12,20,8,18,3.1709671020507812,0.3399848937988281,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,4270,-1,1105,-1,52,1,52,1,52,1,1458,-1,1458,-1,0.0629425048828125,0.06008148193359375,0.06198883056640625,0.1399517059326172,0.013113021850585938,0.031948089599609375,0.05698204040527344,47923,52,4270,10,22,7,20,3.0870437622070312,0.5028247833251953,0,1,0,0,0,1,47774,1194,non_streaming
1103,-1,52,1,4270,-1,2864,-1,2864,-1,1458,-1,4270,-1,2864,-1,0.030994415283203125,0.030994415283203125,0.057220458984375,0.05984306335449219,0.06008148193359375,0.06389617919921875,0.06008148193359375,62935,52,4270,9,23,9,22,2.068042755126953,0.3650188446044922,0,1,0,0,1,1,47774,1194,non_streaming
1569,-1,52,1,1406,1,52,1,1458,-1,52,1,52,1,1458,-1,0.0069141387939453125,0.025033950805664062,0.011920928955078125,0.015020370483398438,0.0040531158447265625,0.011920928955078125,0.03409385681152344,36585,52,2864,13,19,11,20,3.2269954681396484,0.5049705505371094,0,1,0,0,1,1,47774,1194,non_streaming
52,1,52,1,1458,-1,2864,-1,2864,-1,1458,-1,2864,-1,1458,-1,0.11801719665527344,0.12803077697753906,0.0400543212890625,0.041961669921875,0.041961669921875,0.04506111145019531,0.04696846008300781,60922,52,4270,6,26,5,26,1.4901161193847656,0.12803077697753906,0,1,0,0,0,1,47774,1194,non_streaming
183,1,52,-1,183,-1,52,1,167,1,52,-1,679,1,52,-1,0.37217140197753906,3.755807876586914,0.44417381286621094,0.5118846893310547,0.3180503845214844,0.4119873046875,0.34499168395996094,11020,52,1458,13,19,23,4,40.29417037963867,14.38593864440918,0,1,0,0,1,1,47774,1194,non_streaming
183,1,52,-1,183,-1,167,1,52,-1,679,1,52,-1,167,-1,0.21195411682128906,3.656148910522461,0.7989406585693359,0.30303001403808594,0.34689903259277344,0.2911090850830078,3.7229061126708984,20090,52,1458,10,22,17,11,35.1409912109375,14.295101165771484,0,1,0,0,1,1,47774,1194,non_streaming
1679,-1,1458,-1,1458,-1,1458,-1,2864,-1,167,1,52,1,637,-1,0.029087066650390625,0.032901763916015625,0.141143798828125,0.03886222839355469,0.025987625122070312,0.2319812774658203,0.12612342834472656,39462,52,2864,11,21,8,19,6.721973419189453,3.2579898834228516,0,1,0,0,1,1,47774,1194,non_streaming
1458,-1,52,1,627,1,637,-1,1458,-1,1458,-1,1458,-1,282,1,0.23889541625976562,0.11897087097167969,0.3421306610107422,0.13685226440429688,0.06818771362304688,0.09393692016601562,0.16999244689941406,31743,52,2864,12,20,8,17,4.45103645324707,0.5130767822265625,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,4270,-1,512,1,52,1,52,1,1458,-1,4270,-1,0.2639293670654297,0.06198883056640625,0.05793571472167969,0.0021457672119140625,0.0019073486328125,0.0,0.06103515625,34680,52,4270,11,21,10,18,7.447957992553711,5.545854568481445,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,2864,-1,2864,-1,1458,-1,0.030994415283203125,0.03314018249511719,0.03600120544433594,0.03504753112792969,0.03981590270996094,0.0591278076171875,0.025987625122070312,51556,52,4270,8,24,6,25,1.6021728515625,0.19693374633789062,0,1,0,0,0,1,47774,1194,non_streaming
2864,-1,1458,-1,1458,-1,52,1,1458,-1,2864,-1,2864,-1,4270,-1,0.05793571472167969,0.00095367431640625,0.030994415283203125,0.030040740966796875,0.00095367431640625,0.06008148193359375,0.0629425048828125,58245,52,4270,9,23,10,22,1.233816146850586,0.20313262939453125,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,167,1,1458,1,1458,-1,1458,1,2864,-1,4270,-1,2864,-1,0.05507469177246094,0.09608268737792969,0.10895729064941406,0.009059906005859375,0.052928924560546875,0.06198883056640625,0.06103515625,74965,52,4270,11,21,5,27,1.661062240600586,0.1289844512939453,0,1,0,0,1,1,47774,1194,non_streaming
167,-1,282,1,167,-1,183,1,52,-1,183,1,52,-1,183,-1,0.3409385681152344,4.010915756225586,0.4990100860595703,48.65097999572754,1.199960708618164,0.2281665802001953,3.6530494689941406,17754,52,1458,10,22,18,9,94.65384483337402,48.65097999572754,0,1,0,0,1,1,47774,1194,non_streaming
1458,-1,2864,-1,52,1,1458,-1,3800,-1,52,1,397,1,1458,-1,0.050067901611328125,0.19598007202148438,0.07390975952148438,0.05602836608886719,0.22411346435546875,0.08392333984375,0.22411346435546875,39951,52,3800,9,23,7,21,2.524137496948242,0.23508071899414062,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,52,1,52,1,0.03314018249511719,0.033855438232421875,0.03814697265625,0.053882598876953125,0.04100799560546875,0.07796287536621094,0.06818771362304688,33038,52,2864,12,20,11,18,2.3441314697265625,0.49805641174316406,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,2864,-1,52,1,52,1,1458,-1,4270,-1,1458,-1,988,-1,0.05817413330078125,0.04482269287109375,0.013113021850585938,0.12493133544921875,0.06103515625,0.06008148193359375,0.0629425048828125,39604,52,4270,10,22,10,19,2.5110244750976562,0.4379749298095703,0,1,0,0,0,1,47774,1194,non_streaming
52,1,1317,1,52,1,754,-1,1458,-1,1458,-1,2864,-1,1458,-1,0.0209808349609375,0.15807151794433594,0.2300739288330078,0.09608268737792969,0.1068115234375,0.049114227294921875,0.051021575927734375,53055,52,4270,10,22,7,21,2.5980472564697266,0.3120899200439453,0,1,0,0,0,1,47774,1194,non_streaming
52,1,4270,-1,2864,-1,2864,-1,4270,-1,1454,-1,1458,-1,52,1,0.030994415283203125,0.06103515625,0.06198883056640625,0.06103515625,0.06103515625,0.00095367431640625,0.027894973754882812,63385,52,5676,8,24,8,22,1.9061565399169922,0.2849102020263672,0,1,0,0,0,1,47774,1194,non_streaming
2864,-1,1458,-1,52,1,52,1,52,1,1458,-1,2864,-1,2864,-1,0.03886222839355469,0.22602081298828125,0.11014938354492188,0.11086463928222656,0.012159347534179688,0.0438690185546875,0.04506111145019531,67153,52,4270,6,26,4,28,1.6369819641113281,0.22602081298828125,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,2864,-1,2864,-1,4270,-1,52,1,1458,-1,1458,-1,4270,-1,0.00095367431640625,0.06103515625,0.06103515625,0.04601478576660156,0.015020370483398438,0.00095367431640625,0.06198883056640625,61929,52,4270,8,24,7,25,1.4910697937011719,0.2410411834716797,0,1,0,0,1,1,47774,1194,non_streaming
2864,-1,1458,-1,2864,-1,2864,-1,1458,-1,1458,-1,4270,-1,2864,-1,0.05888938903808594,0.06103515625,0.06318092346191406,0.06079673767089844,0.0,0.06103515625,0.06198883056640625,67738,52,4270,6,26,6,26,2.3109912872314453,0.6821155548095703,0,1,0,0,1,1,47774,1194,non_streaming
183,1,52,-1,183,-1,167,1,52,-1,679,1,167,-1,1458,-1,0.3609657287597656,3.744840621948242,1.2941360473632812,0.32591819763183594,0.6959438323974609,4.065036773681641,14.892101287841797,13089,52,2864,13,19,23,3,165.3900146484375,49.12900924682617,0,1,0,0,1,1,47774,1194,non_streaming
52,1,52,1,52,1,520,-1,167,1,52,-1,742,1,52,-1,0.5362033843994141,0.012874603271484375,0.3509521484375,0.09608268737792969,0.5159378051757812,0.5979537963867188,0.3750324249267578,25895,52,2864,12,20,14,15,7.848978042602539,2.062082290649414,0,1,0,0,0,1,47774,1194,non_streaming
2864,-1,2864,-1,282,1,52,1,52,-1,1458,-1,1458,-1,1458,-1,0.04506111145019531,0.3819465637207031,0.14090538024902344,0.2040863037109375,0.050067901611328125,0.02288818359375,0.030040740966796875,30335,52,2864,9,23,10,16,3.8940906524658203,0.5130767822265625,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,52,1,52,1,167,1,754,-1,1458,-1,1458,-1,2864,-1,0.1800060272216797,0.19788742065429688,0.23603439331054688,0.04410743713378906,0.025987625122070312,0.025987625122070312,0.030994415283203125,35144,52,2864,10,22,9,19,2.911090850830078,0.40602684020996094,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,52,1,2864,-1,52,-1,52,1,871,-1,1458,-1,627,1,0.0021457672119140625,0.03981590270996094,0.04220008850097656,0.40793418884277344,0.1220703125,0.02288818359375,0.20003318786621094,33024,52,2864,11,21,9,16,2.9420852661132812,0.40793418884277344,0,1,0,0,1,1,47774,1194,non_streaming
1458,-1,1458,-1,2864,-1,1458,-1,1458,-1,1458,-1,397,1,52,1,0.08392333984375,0.04601478576660156,0.04696846008300781,0.00095367431640625,0.09799003601074219,0.15997886657714844,0.12302398681640625,56230,52,4270,8,24,5,23,3.1888484954833984,0.4260540008544922,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,2041,-1,1458,-1,2864,-1,1458,-1,2864,-1,4270,-1,2864,-1,0.06318092346191406,0.00095367431640625,0.06103515625,0.00095367431640625,0.054836273193359375,0.06008148193359375,0.06198883056640625,62467,52,4270,6,26,6,26,1.8301010131835938,0.2238750457763672,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,52,1,635,-1,4270,-1,1458,-1,52,1,1458,-1,2864,-1,0.29087066650390625,0.26416778564453125,0.06198883056640625,0.05793571472167969,0.19097328186035156,0.12111663818359375,0.04792213439941406,60004,52,4270,7,25,7,23,2.6259422302246094,0.3077983856201172,0,1,0,0,0,1,47774,1194,non_streaming
52,1,52,1,167,1,1458,1,52,-1,1458,1,1458,1,1458,1,0.4520416259765625,1.667022705078125,0.2391338348388672,0.08487701416015625,0.06604194641113281,0.15401840209960938,0.1659393310546875,40099,52,2864,10,22,10,22,7.538080215454102,2.424955368041992,0,1,0,0,0,1,47774,1194,non_streaming
2864,-1,2864,-1,2864,-1,282,-1,1458,-1,2864,-1,1458,-1,2864,-1,0.048160552978515625,0.051021575927734375,0.051975250244140625,0.13494491577148438,0.032901763916015625,0.5190372467041016,0.03695487976074219,66096,52,4270,4,28,4,27,2.701997756958008,0.5190372467041016,0,1,0,0,1,1,47774,1194,non_streaming
2864,-1,4270,-1,1458,-1,1458,-1,2864,-1,2864,-1,2864,-1,2864,-1,0.06198883056640625,0.06008148193359375,0.0019073486328125,0.06008148193359375,0.0629425048828125,0.06103515625,0.06103515625,70671,52,4270,5,27,5,27,1.8241405487060547,0.12683868408203125,0,1,0,0,0,1,47774,1194,non_streaming
183,1,52,-1,183,-1,52,1,167,1,52,-1,679,1,52,-1,0.3590583801269531,3.618955612182617,0.5390644073486328,0.6310939788818359,0.32401084899902344,0.6299018859863281,0.40602684020996094,10790,52,1575,16,16,23,4,36.379098892211914,14.013051986694336,0,1,0,0,1,1,47774,1194,non_streaming
52,-1,167,1,52,-1,167,1,52,-1,167,-1,52,1,183,1,0.5037784576416016,0.3361701965332031,0.8778572082519531,0.3180503845214844,3.7200450897216797,0.4639625549316406,16.325950622558594,10593,52,1575,13,19,24,4,105.59487342834473,46.885013580322266,0,1,0,0,0,1,47774,1194,non_streaming
1458,-1,1458,-1,1458,-1,1458,-1,1458,-1,52,1,52,1,52,1,0.08606910705566406,0.015974044799804688,0.02002716064453125,0.02288818359375,0.2300739288330078,0.28896331787109375,0.013113021850585938,21898,52,1458,11,21,15,13,4.483938217163086,0.5900859832763672,0,1,0,0,0,1,47774,1194,non_streaming
