len_1,dir_1,len_2,dir_2,len_3,dir_3,len_4,dir_4,len_5,dir_5,len_6,dir_6,len_7,dir_7,len_8,dir_8,iat_2,iat_3,iat_4,iat_5,iat_6,iat_7,iat_8,sum_len,min_len,max_len,n_fwd,n_bwd,n_small,n_large,iat_sum,iat_max,syn0,ack0,fin0,rst0,psh0,proto_tcp,port_src,port_dst,label,split,biflow_id,vpn
1412,-1,1412,-1,125,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.0030000000000030003,0.11300000000000199,0.22899999999997922,0.0030000000000030003,0.002000000000002,0.6500000000000117,0.0030000000000030003,39545,116,1412,4,28,4,27,7.065999999999988,3.063999999999983,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-161,quic
1412,1,788,1,1412,-1,103,1,97,1,93,-1,84,-1,100,1,0.381947,54.203953,0.5049999999999955,0.1180000000000021,3.942,2.1359999999999957,22.533,27481,84,1412,13,19,13,18,98.5909,54.203953,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-162,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,0.002000000000002,0.30200000000002447,0.07999999999999674,0.16800000000000148,0.13699999999999823,0.002000000000002,0.09999999999998899,39993,100,1412,4,28,4,28,16.215000000000007,7.382,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-162,quic
1004,-1,1412,-1,1412,-1,1412,-1,125,1,1412,-1,1412,-1,1412,-1,0.09799999999998699,0.10500000000002174,0.0029999999999752447,0.13900000000000023,0.028000000000028002,0.09300000000000974,0.22800000000000598,40912,122,1412,3,29,3,28,11.166000000000011,4.17799999999996,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-162,quic
1412,1,785,1,1412,-1,103,1,97,1,84,-1,93,-1,100,1,0.31209,17.30081,0.5810999999999993,0.09510000000000218,0.33399999999999963,2.6099999999999994,0.35779999999999745,27478,84,1412,13,19,13,18,55.83409999999998,30.978300000000004,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,0.32590000000000396,0.07410000000000055,0.23890000000000017,1.245999999999997,0.08419999999999961,0.2419999999999991,0.7588000000000039,29882,100,1412,11,21,11,20,29.993000000000002,14.329099999999997,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,1412,-1,1412,-1,1412,-1,100,1,1412,-1,100,1,1412,-1,0.003099999999991998,0.0018999999999991246,0.0021000000000048757,0.11590000000000211,0.012100000000000999,0.06889999999999674,0.015100000000003999,32064,100,1412,10,22,10,22,5.489099999999997,1.0840999999999905,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
100,1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,0.2279000000000031,0.09899999999998799,0.020000000000006124,0.20499999999999685,0.09520000000000362,1.1990000000000056,0.2566999999999986,27540,84,1412,12,20,12,18,25.12589999999999,12.720999999999995,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,1412,-1,1412,-1,0.002000000000002,0.0029999999999891225,0.12200000000001099,0.4189999999999888,0.002000000000002,0.002000000000002,0.0030000000000030003,33376,100,1412,9,23,9,23,2.4010000000000002,0.5079999999999947,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,0.1290000000000041,0.16299999999999648,0.15500000000000236,0.33299999999999996,0.09499999999999786,0.2240000000000021,0.008000000000008,41308,112,1412,3,29,3,29,4.885,0.38499999999999623,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.08699999999998986,0.03900000000001125,0.03499999999999337,0.26199999999999835,0.08500000000000174,0.2530000000000032,0.09899999999998799,38699,103,1412,5,27,5,27,28.944999999999986,10.801000000000005,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.31999999999998696,8.844000000000019,0.22400000000000198,0.14499999999997826,0.16499999999999915,0.16000000000002146,0.3039999999999985,39844,86,1412,3,29,3,27,67.06999999999995,32.23599999999999,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,1412,-1,1412,-1,127,1,1412,-1,1412,-1,1412,-1,1412,-1,0.002000000000002,0.0030000000000030003,0.20699999999998497,0.7700000000000207,0.0030000000000030003,0.0019999999999742446,0.002000000000002,41323,124,1412,3,29,3,29,4.005000000000008,0.8130000000000082,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.15700000000001824,0.8080000000000032,0.002000000000002,0.009999999999982245,0.0030000000000030003,0.43899999999999495,0.5630000000000079,41320,124,1412,3,29,3,29,5.991000000000023,1.4460000000000028,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,106,1,109,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.007000000000007001,3.088000000000007,0.150000000000011,0.7299999999999809,0.004000000000004,0.002000000000002,0.0030000000000032223,40001,106,1412,4,28,4,28,8.340000000000016,3.088000000000007,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,-1,1412,-1,1412,-1,125,1,1412,-1,1412,-1,1412,-1,1412,-1,0.22600000000000398,0.08599999999997499,0.08400000000000074,0.14200000000000323,0.09300000000000974,0.002000000000002,0.2600000000000102,41323,125,1412,3,29,3,29,3.7259999999999787,0.5259999999999985,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-163,quic
1412,1,783,1,1412,-1,103,1,97,1,93,-1,84,-1,1412,-1,0.239134,17.417866,0.4051000000000009,0.11210000000000164,3.6298999999999992,1.7250000000000014,19.078,28791,84,1412,12,20,12,19,47.49109999999997,19.078,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-164,quic
1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,100,1,1412,-1,0.24319999999999897,0.017000000000003124,0.003099999999991998,0.20599999999999785,0.35780000000000534,0.14400000000000523,1.4199999999999906,30752,100,1412,11,21,11,21,9.71319999999999,1.4199999999999906,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-164,quic
1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,0.10920000000000374,0.22610000000000685,1.2117999999999989,0.18100000000000072,0.05509999999998838,0.1049000000000051,0.1261000000000041,28878,86,1412,11,21,11,19,67.92209999999999,34.038,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-164,quic
1412,-1,1412,-1,100,1,1412,-1,100,1,1412,-1,1412,-1,100,1,0.08600000000000274,0.0030000000000030003,0.08400000000000074,0.057000000000001494,0.022999999999995246,0.0030000000000030003,0.4300000000000137,33118,100,1412,9,23,9,22,1.4660000000000228,0.4300000000000137,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-164,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1.1260000000000159,0.28300000000000547,0.06999999999998674,0.10499999999999399,0.03600000000000825,0.12200000000001099,0.18499999999999073,41320,124,1412,3,29,3,29,4.059000000000006,1.1260000000000159,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-164,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,0.2560000000000062,0.07899999999999574,0.20599999999998397,0.002000000000002,0.08299999999999974,0.020999999999993246,0.2550000000000052,40125,124,1412,4,28,3,27,25.07699999999999,14.72799999999999,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-164,quic
125,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.14200000000000323,0.002000000000002,0.0030000000000030003,0.002000000000002,0.002000000000002,0.5930000000000102,0.0030000000000030003,40030,119,1412,4,28,4,28,6.7470000000000026,2.1150000000000055,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-164,quic
1392,1,762,1,1392,-1,83,1,77,1,73,-1,64,-1,80,1,0.24414100000000002,30.692859,0.4610999999999983,0.09010000000000318,0.35589999999999833,0.07800000000000296,18.046899999999994,25968,64,1392,13,19,13,17,165.67600000000007,52.856899999999996,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-165,quic
1392,-1,1392,-1,80,1,1392,-1,1392,-1,80,1,1392,-1,1392,-1,0.2979999999999927,0.09200000000000874,1.93299999999999,0.29200000000001447,0.08800000000000496,1.9559999999999853,0.3120000000000065,28705,64,1392,11,21,10,18,98.26900000000002,43.298,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-165,quic
80,1,1392,-1,1392,-1,80,1,1392,-1,1392,-1,80,1,1392,-1,0.0760000000000205,1.6120000000000023,0.11099999999997223,0.20500000000001073,0.003000000000030756,0.10699999999996823,0.14999999999998348,28235,80,1392,12,20,11,19,13.751000000000014,5.508000000000013,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-165,quic
66,-1,796,-1,616,1,1392,-1,1392,-1,80,1,1392,-1,1392,-1,36.50800000000004,5.756999999999955,22.06900000000001,0.11199999999999477,0.19400000000003104,0.022999999999996135,0.09100000000000819,31350,66,1392,9,23,9,21,66.43099999999997,36.50800000000004,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-165,quic
1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,104,1,1392,-1,0.008999999999981245,0.2550000000000052,0.003000000000030756,0.002000000000002,0.0029999999999752447,0.11800000000000699,0.19399999999997197,40680,104,1392,3,29,3,29,3.3299999999999996,1.2780000000000014,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-165,quic
1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,0.10999999999999899,0.0029999999999752447,0.28800000000001047,0.002000000000002,0.003000000000030756,0.0029999999999752447,0.002000000000002,40662,86,1392,3,29,3,29,19.208999999999982,14.798000000000034,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-165,quic
1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,1392,-1,0.23899999999998922,0.126000000000015,0.001999999999946489,0.003000000000030756,0.09900000000001574,0.0029999999999752447,0.003000000000030756,39434,104,1392,3,29,4,28,4.068999999999989,1.7319999999999558,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-165,quic
1412,1,781,1,1412,-1,103,1,97,1,93,-1,84,-1,100,1,0.20289400000000002,17.658206000000003,0.4157999999999973,0.08009999999999806,2.9769000000000005,1.7040000000000006,18.403100000000002,27461,84,1412,12,20,13,18,104.43199999999996,39.84899999999999,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,0.16800000000000148,0.3100000000000047,0.14299999999999036,0.5810000000000121,0.2909999999999997,0.08999999999999275,0.6800000000000002,31186,100,1412,10,22,10,21,27.255000000000006,15.033999999999992,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,100,1,100,1,100,1,0.002000000000002,0.002000000000002,0.002000000000002,0.002000000000002,0.10999999999999899,0.04699999999999149,0.04399999999998849,29440,100,1412,12,20,12,20,4.335000000000006,1.1670000000000016,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
100,1,1412,-1,1412,-1,1412,-1,100,1,1412,-1,100,1,1412,-1,0.5059999999999787,0.3160000000000107,0.07799999999999474,0.056000000000000494,0.16800000000000148,0.10499999999999399,0.019000000000019,28850,84,1412,11,21,11,19,25.733999999999977,13.307000000000011,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,103,1,1412,-1,1412,-1,1412,-1,1412,-1,100,1,100,1,0.08900000000000574,0.03600000000000825,0.09099999999997999,0.09600000000001274,0.0030000000000030003,0.052999999999997494,0.0630000000000075,33110,100,1412,9,23,9,22,2.1629999999999985,0.5470000000000197,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,0.16599999999999948,0.09399999999998299,0.09900000000001574,0.019999999999992246,0.0030000000000030003,0.16199999999999548,0.09899999999998799,41320,124,1412,3,29,3,29,4.572999999999993,0.7149999999999934,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,0.0030000000000030003,0.23699999999998722,0.11400000000000299,0.10299999999999199,0.9480000000000044,0.16399999999999748,0.16499999999999848,41305,109,1412,3,29,3,29,8.190000000000003,1.9840000000000138,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.11500000000000399,0.21700000000002273,0.32399999999999096,0.07899999999999574,0.21099999999998897,0.3270000000000217,1.1769999999999836,40113,112,1412,4,28,3,27,27.043000000000017,15.976999999999993,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,0.002000000000002,0.002000000000002,0.0030000000000030003,0.3999999999999837,0.2700000000000202,0.0029999999999752447,0.002000000000002,41061,124,1412,3,29,3,28,1.462999999999992,0.3999999999999837,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,0.0030000000000030003,0.002000000000002,0.002000000000002,0.12499999999998623,0.3860000000000252,0.0029999999999752447,0.002000000000002,40813,124,1412,3,29,3,28,2.544999999999992,0.8529999999999927,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,1412,-1,1412,-1,929,-1,1412,-1,124,1,1412,-1,1412,-1,0.0030000000000030003,0.0030000000000030003,0.002000000000002,0.002000000000002,0.14500000000000624,0.8090000000000042,0.0030000000000030003,40839,124,1412,3,29,3,28,1.817000000000013,0.8090000000000042,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,-1,1412,-1,125,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.14700000000000824,0.03699999999998149,0.9709999999999996,0.004000000000004,0.002000000000002,0.002000000000002,0.0030000000000030003,40359,125,1412,3,29,3,28,4.906999999999995,0.9709999999999996,0,0,0,0,0,0,0,0,google-music,calibration,GoogleMusic-166,quic
1412,1,782,1,1412,-1,103,1,97,1,93,-1,84,-1,100,1,0.219107,17.065093,0.47889999999999944,0.10800000000000054,2.8398000000000003,1.7611999999999988,22.127000000000006,27462,84,1412,12,20,13,18,73.90089999999998,22.127000000000006,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,0.12399999999999911,1.6279000000000017,0.20099999999999296,0.05310000000000015,0.31000000000000494,0.13989999999999814,0.6079999999999974,29875,100,1412,11,21,11,20,34.320899999999995,16.14789999999999,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,-1,1412,-1,1412,-1,100,1,100,1,100,1,1412,-1,1412,-1,0.15399999999998748,0.0030000000000030003,0.017000000000003124,0.062000000000006494,0.04599999999999049,0.4390000000000088,0.0029999999999891225,30752,100,1412,11,21,11,21,5.388999999999991,1.4460000000000028,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,1412,-1,100,1,0.019999999999992246,0.08199999999999874,0.12200000000001099,0.7709999999999939,0.2309999999999952,0.0710000000000015,0.018000000000004235,28849,84,1412,11,21,11,19,25.161,12.718999999999994,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,-1,103,1,1412,-1,100,1,1412,-1,1412,-1,1412,-1,1412,-1,0.15399999999998748,0.04999999999999449,0.09300000000000974,0.019999999999992246,0.3160000000000107,0.0030000000000030003,0.002000000000002,33112,100,1412,9,23,9,22,2.1650000000000005,0.3160000000000107,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,0.2530000000000032,0.21000000000001573,0.002000000000002,0.08199999999999874,0.057000000000001494,0.029000000000001247,0.17499999999998073,40813,124,1412,3,29,3,28,4.906000000000022,1.1230000000000129,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,0.26699999999998947,0.09100000000000774,0.0030000000000030003,0.09399999999998299,0.18799999999999373,0.0030000000000030003,0.0030000000000030003,40011,103,1412,4,28,4,28,8.114999999999984,1.7969999999999935,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.09100000000000774,0.08999999999997899,1.0930000000000106,0.14200000000000323,0.14600000000000724,0.16800000000000148,0.15699999999999048,40594,121,1412,3,29,2,28,26.03,16.036000000000023,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.002000000000002,0.3469999999999862,0.6330000000000224,0.0029999999999752447,0.002000000000002,0.002000000000002,0.002000000000002,41063,124,1412,3,29,3,28,3.0030000000000063,0.8009999999999962,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.002000000000002,0.23899999999998922,0.7379999999999887,0.0030000000000030003,0.002000000000002,0.002000000000002,0.0030000000000030003,40813,124,1412,3,29,3,28,2.992999999999996,0.7639999999999869,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,-1,1412,-1,1412,-1,124,1,1412,-1,929,-1,1412,-1,1412,-1,0.002000000000002,0.0030000000000030003,0.23599999999998622,0.7429999999999937,0.0030000000000030003,0.002000000000002,0.0030000000000030003,40839,124,1412,3,29,3,28,2.9969999999999986,0.7709999999999937,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
930,-1,1412,-1,1412,-1,1412,-1,125,1,1412,-1,1412,-1,1412,-1,0.002000000000002,0.002000000000002,0.0019999999999742446,0.20700000000001273,0.8080000000000032,0.0030000000000030003,0.002000000000002,40841,125,1412,3,29,3,28,2.5280000000000022,0.8730000000000127,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-167,quic
1412,1,783,1,1412,-1,103,1,97,1,93,-1,84,-1,1412,-1,0.31399699999999997,19.168903,0.5030000000000001,0.12490000000000023,3.2319999999999993,1.7349999999999994,20.575100000000003,28791,84,1412,12,20,12,19,50.92500000000001,20.575100000000003,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,0.15400000000000136,1.328999999999997,0.1361000000000001,0.16410000000000036,0.3309000000000022,0.14589999999999748,0.8900000000000019,28568,97,1412,12,20,12,19,56.232200000000006,24.329900000000002,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,1412,-1,100,1,1412,-1,100,1,1412,-1,1412,-1,100,1,0.0030000000000030003,0.14599999999999336,0.03400000000000625,0.14899999999999636,0.019000000000005124,1.365999999999992,0.13599999999999723,30752,100,1412,11,21,11,21,9.275999999999993,1.4020000000000001,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,0.34300000000000996,0.08899999999999186,1.0600000000000054,0.31799999999999873,0.0669999999999975,0.24399999999999444,0.28000000000000247,28892,86,1412,11,21,11,19,29.795,14.212000000000003,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.5640000000000089,0.0030000000000030003,0.002000000000002,0.004000000000004,0.002000000000002,0.0030000000000030003,0.0019999999999742446,33376,100,1412,9,23,9,23,1.587000000000005,0.5640000000000089,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,0.002000000000002,0.7250000000000034,0.0030000000000030003,0.24799999999999822,0.07899999999999574,0.0030000000000030003,0.061000000000005494,41320,124,1412,3,29,3,29,3.692000000000001,0.7250000000000034,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,1412,-1,1412,-1,115,1,1412,-1,1412,-1,1412,-1,1412,-1,0.0030000000000030003,0.17999999999998573,0.19300000000002648,0.08599999999997499,0.0790000000000235,0.2879999999999827,0.0740000000000185,40054,115,1412,3,29,4,28,4.124999999999989,0.29000000000001225,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,0.32299999999998996,0.0030000000000030003,0.32899999999999596,0.008000000000008,0.12699999999998823,0.21100000000001673,0.0030000000000030003,38483,103,1412,5,27,4,26,24.695999999999994,15.490000000000002,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.3110000000000057,0.22099999999999898,0.13199999999999323,0.17600000000000948,0.07499999999999174,0.24899999999999922,0.15200000000001324,42351,124,1412,2,30,2,29,4.6240000000000165,1.0050000000000057,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.16599999999999948,0.28700000000000947,0.002000000000002,0.08600000000000274,0.0030000000000030003,0.20400000000000973,0.07199999999998874,40813,124,1412,3,29,3,28,3.8430000000000133,0.8750000000000147,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,-1,1412,-1,124,1,1412,-1,1412,-1,929,-1,1412,-1,1412,-1,0.13099999999999223,0.13599999999999723,0.8820000000000217,0.0029999999999752447,0.002000000000002,0.002000000000002,0.002000000000002,40839,124,1412,3,29,3,28,4.151999999999989,0.9750000000000034,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
930,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.0030000000000030003,0.002000000000002,0.0030000000000030003,0.002000000000002,0.002000000000002,0.0030000000000030003,0.002000000000002,40359,125,1412,3,29,3,27,3.013000000000016,0.9079999999999924,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-168,quic
1412,1,786,1,1412,-1,103,1,97,1,93,-1,84,-1,100,1,0.213861,17.208139,0.4339000000000013,0.0840999999999994,3.1988999999999983,1.685100000000002,22.752999999999997,27466,84,1412,12,20,13,18,550.8839999999999,486.2369999999999,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,0.16699999999991721,0.31000000000003247,0.14100000000005775,0.6109999999999172,0.2969999999999917,0.12500000000004174,0.6129999999999747,29877,100,1412,11,21,11,20,35.53099999999998,21.27100000000004,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
1412,-1,1412,-1,1412,-1,100,1,100,1,100,1,1412,-1,1412,-1,0.004000000000004,0.1020000000000465,0.12899999999993472,0.048000000000048004,0.04700000000001925,0.07099999999993223,0.003000000000086267,30752,100,1412,11,21,11,21,5.229000000000039,1.3230000000000741,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
100,1,1412,-1,1412,-1,1412,-1,100,1,1412,-1,100,1,1412,-1,0.021000000000048757,0.23399999999995647,0.001999999999946489,0.1420000000000865,0.5979999999999874,0.13799999999997148,0.05599999999994498,28850,84,1412,11,21,11,19,27.660000000000018,15.141999999999989,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
103,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,1412,-1,100,1,0.02199999999996649,0.0020000000000575113,0.12299999999998423,0.02199999999996649,0.0780000000000225,0.001999999999946489,0.4310000000000702,33112,100,1412,9,23,9,22,2.3889999999999745,0.4310000000000702,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,0.07399999999990747,0.640000000000085,0.14199999999997548,0.16799999999994597,0.18100000000009775,0.20599999999992846,0.0020000000000575113,40807,118,1412,3,29,3,28,6.22199999999995,1.0090000000000376,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,0.3149999999999542,0.001999999999946489,0.1580000000001025,0.01999999999990898,0.156000000000045,0.2969999999999917,0.3389999999999782,41320,124,1412,3,29,3,29,7.550999999999974,2.5279999999999747,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
1412,-1,1412,-1,1412,-1,124,1,1412,-1,1412,-1,1412,-1,1412,-1,0.2580000000000915,0.07899999999994023,0.0660000000000105,0.17599999999995397,0.08800000000008801,1.5239999999999698,0.07900000000005125,37974,100,1412,5,27,4,26,29.592000000000063,18.179999999999975,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.003000000000086267,0.001999999999946489,0.0020000000000575113,0.0029999999999752447,0.001999999999946489,0.0020000000000575113,0.001999999999946489,41063,124,1412,3,29,3,28,2.5900000000000922,0.7759999999999989,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.001999999999946489,0.008000000000008,0.0020000000000575113,0.008000000000008,0.0029999999999752447,0.0029999999999752447,0.0020000000000575113,43389,124,1412,1,31,1,30,0.21300000000001873,0.0700000000000145,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
1412,-1,1412,-1,1412,-1,929,-1,1412,-1,124,1,1412,-1,1412,-1,0.0020000000000575113,0.0029999999999752447,0.001999999999946489,0.0020000000000575113,0.09199999999998099,0.07899999999994023,0.0020000000000575113,36964,113,1412,6,26,6,25,3.8639999999999786,1.0010000000000296,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
1412,-1,1412,-1,930,-1,1412,-1,1412,-1,1412,-1,1412,-1,1412,-1,0.0029999999999752447,0.0020000000000575113,0.001999999999946489,0.0020000000000575113,0.0029999999999752447,0.001999999999946489,0.003000000000086267,41646,125,1412,2,30,2,28,2.82300000000002,0.5749999999999922,0,0,0,0,0,0,0,0,google-music,test,GoogleMusic-169,quic
100,1,1412,-1,1412,-1,100,1,1412,-1,1412,-1,100,1,1412,-1,0.20789999999999698,0.792000000000001,0.10889999999999511,0.1981999999999957,1.2378000000000111,0.08919999999999773,0.22789999999998933,29876,100,1412,11,21,11,20,29.081899999999997,14.392900000000001,0,0,0,0,0,0,0,0,google-music,train,GoogleMusic-170,quic
